Shipment#,Sales,Operations,Carrier legalName,Carrier displayName,Nature of Goods,Considerable Charging Unit,Origin Port,Commodity,Destination Port,isHouseholdGoods,isUsedGoods,isHazardous,isPerishable,isVehicle,Origin State,Destination State,Destination country,createdDate,shipmentStatus
MAT231007,Alexander Young,Ava Garcia,All Nippon Airways ,All Nippon Airways/LAX *,General,217360,IAH,Steel Gate Vales,KUL,No,No,No,No,No,Texas,Selangor,Malaysia,2023-02-10T20:11:34.673Z,Completed
MAT235719,Lucas Thompson,Ava Garcia,British Airways,British Airways/SFO *,Other,19817,IAH,Carbowax Sentry MPEG 350 NF GEN 222.26 kg Steel Drum (8.00),BOM,No,No,No,No,No,Texas,Maharashtra,India,2023-08-29T12:57:59.697Z,Completed
MAT222735,Aurora Patel,Benjamin Lee,Qatar Airways,Qatar Airways / LAX *,Other,136756,PHL,E-Liquid,DXB,No,No,No,No,No,Pennsylvania,Al Garhoud,United Arab Emirates,2022-05-16T19:49:08.414Z,Completed
MAT223462,Lucas Thompson,Mia Garcia,Air Canada Cargo,Air Canada Cargo/SFO *,Other,211053,DFW,Spare Parts,DEL,No,No,No,No,No,Texas,Punjab,India,2022-06-16T17:35:33.012Z,Completed
MAT212530,Aurora Patel,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Other,294970,JFK,OLD & USED CARPETS FOR REPAIR/WASH PURPOSES AND (RETURN TO ORIGIN),LHE,No,No,No,No,No,New York,Punjab,Pakistan,2021-05-20T15:46:28.453Z,Completed
MAT212813,Ethan Baker,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,288512,IAD,general cargo,EBL,No,No,No,No,No,District of Columbia,Kurdistan,Iraq,2021-06-02T17:41:13.254Z,Completed
MAT238018,Lucas Thompson,Evelyn Jones,Etihad Airways,Etihad Airways / LAX *,General,164596,ATL,Automotive Equipment,DXB,No,No,No,No,No,Georgia,Al Garhoud,United Arab Emirates,2023-12-15T16:12:11.639Z,Completed
MAT222921,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,101679,LAX,E-Liquids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-05-24T16:39:51.417Z,Completed
MAT224129,Lucas Thompson,Sophia Thomas,Qatar Airways,Qatar Airways / LAX *,General,297128,LAX,General Cargo,HYD,No,No,No,No,No,,,India,2022-07-19T19:53:33.796Z,Completed
MAT238080,Ethan Baker,Michael Miller,Turkish Airlines,Turkish Airlines / JFK*,General,291364,LAX,"Skin Care Products 		",RUH,No,No,No,No,No,California,Riyadh,Saudi Arabia,2023-12-19T15:44:05.021Z,Released
MAT226147,Evelyn Martin,Ava Garcia,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,316812,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2022-10-20T19:07:03.674Z,Completed
MAT227716,Blake Garcia,Benjamin Lee,Air India,Air India / SFO *,General,88335,SFO,Bond Maintenance Shampoo,DEL,No,No,No,No,No,California,Punjab,India,2022-12-20T19:59:41.440Z,Completed
MAT214851,Aurora Patel,Liam Hernandez,Allied Air Cargo,Allied Air Cargo C/o Network Cargo *,Other,106422,IAH,"Auto parts, laptop, phones,educational materials,office materials.(lithium ion batteries in compliance with section II of PI967) NO EEI 30.37(A) low value items.",LOS,No,No,No,No,No,Texas,Anambra,Nigeria,2021-08-23T17:20:28.716Z,Completed
MAT223367,Blake Garcia,Benjamin Lee,DHL Aviation Americas,DHL Aviation Americas / SFO *,Household/Personal Goods,260858,IAH,"Personal effects including devices with inbuilt Lithium batteries (i.e Laptops, Phones, wrist watches etc) // Laptops, Computer Accessories & Peripherals and ION Battery (LITHIUM-ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967) - UN3481",LOS,Yes,No,No,No,No,Texas,Anambra,Nigeria,2022-06-13T10:42:03.746Z,Completed
MAT222643,Blake Garcia,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Other,242301,ORD,Aluminum Flat Rolled Sheet ,BLR,No,No,No,No,No,Illinois,Karnataka,India,2022-05-11T07:43:11.486Z,Completed
MAT238119,Maya Davis,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,132406,DFW,Electro-Medical Instruments and Accessories,BLR,No,No,No,No,No,Texas,Karnataka,India,2023-12-20T19:36:03.224Z,Completed
MAT214046,Aurora Patel,Charlotte Jackson,Turkish Airlines,Turkish Airlines/JFK *,Other,128891,ORD,auto parts,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2021-07-21T18:30:58.818Z,Completed
MAT227860,Ethan Baker,Sophia Thomas,Turkish Airlines,Turkish Airlines/JFK *,General,244417,IAD,Food Supplement Products,EBL,No,No,No,No,No,District of Columbia,Kurdistan,Iraq,2022-12-27T16:29:53.350Z,Completed
MAT224470,Evelyn Martin,Benjamin Lee,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,182555,LAX,Essential Oils,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2022-08-05T18:49:01.676Z,Completed
MAT233406,Evelyn Martin,Amelia Robinson,British Airways,British Airways/SFO *,Other,301203,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-05-17T16:44:02.481Z,Completed
MAT237596,Blake Garcia,Lucas Lewis,Etihad Airways,Etihad Airways / LAX *,General,181636,ORD,General Cargo,RUH,No,No,No,No,No,Illinois,Riyadh,Saudi Arabia,2023-11-29T17:23:54.717Z,Claims
MAT238156,Lucas Thompson,Evelyn Jones,British Airways,British Airways / SFO *,General,258292,LAX,ESSENTIAL OILS,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-12-21T18:45:36.452Z,Completed
MAT224430,Evelyn Martin,Benjamin Lee,Pakistan International Airlines,Pakistan International Airlines,General,57396,ORD,Kitchen Equipment's,DXB,No,No,No,No,No,,,United Arab Emirates,2022-08-03T19:02:38.370Z,Completed
MAT240572,Maya Davis,Noah Patel,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,224017,LAX,E-Liquids,DMM,No,No,No,No,No,California,Dammam,Saudi Arabia,2024-01-25T22:07:40.803Z,Released
MAT222434,Lucas Thompson,Daniel Young,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,26582,JFK,Aclar Flim,BOM,No,No,No,No,No,New York,Maharashtra,India,2022-04-29T14:04:50.767Z,Completed
MAT234030,Evelyn Martin,Benjamin Lee,Turkish Airlines,Turkish Airlines / JFK*,General,264238,ATL, Visual signaling apparatus,CAI,No,No,No,No,No,Georgia,Cairo,Egypt,2023-06-13T05:57:07.929Z,Completed
MAT216968,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,226331,LAX,E-liquid,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2021-11-18T17:41:02.975Z,Completed
MAT224226,Evelyn Martin,Evelyn Jones,American Airlines Cargo,American Airlines Cargo/ORD *,General,266651,ATL,Fire & Safety Items,DOH,No,No,No,No,No,,,Qatar,2022-07-25T11:18:27.618Z,Completed
MAT242474,Maya Davis,Ava Garcia,Etihad Airways,Etihad Airways / LAX *,General,254672,JFK,Plastic Enclosures,BLR,No,No,No,Yes,No,New York,Karnataka,India,2024-04-15T18:24:07.156Z,Released
MAT235859,Evelyn Martin,Michael Miller,British Airways,British Airways/SFO *,Other,281035,LAX,Essential Oils,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-09-06T08:04:56.453Z,Completed
MAT235401,Ethan Baker,Amelia Robinson,GULF AIR,GULF AIR / JFK *,General,152788,SEA,General Cargo,RUH,No,No,No,No,No,Washington,Riyadh,Saudi Arabia,2023-08-15T13:50:47.782Z,Completed
MAT230073,Aurora Patel,William Johnson,Kuwait Airways,Kuwait Airways,General,189678,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2023-01-04T20:08:11.409Z,Completed
MAT231548,Ethan Baker,Sophia Thomas,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,15996,JFK,"Skincare & Cosmetic Goods

",RUH,No,No,No,No,No,New York,Riyadh,Saudi Arabia,2023-03-06T18:44:10.261Z,Completed
MAT227722,Matthew Johnson,Luna Miller,Qatar Airways,Qatar Airways / LAX *,Machinery,277853,SFO,Irrigation Equipment,RUH,No,No,No,No,No,California,Riyadh,Saudi Arabia,2022-12-20T22:00:28.970Z,Completed
MAT217353,Aurora Patel,Liam Hernandez,Pakistan International Airlines,Pakistan International Airlines,Other,49637,JFK,Carpets,LHE,No,No,No,No,No,New York,Punjab,Pakistan,2021-12-06T11:53:59.729Z,Completed
MAT234391,Evelyn Martin,Benjamin Lee,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,131615,IAH,Programable Controllers,CAI,No,No,No,No,No,Texas,Cairo,Egypt,2023-06-29T13:41:32.367Z,Audited
MAT225291,Aurora Patel,Benjamin Lee,British Airways,British Airways/SFO *,Other,136822,LAX,E-Liquids,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2022-09-20T17:57:05.738Z,Completed
MAT233243,Alexander Young,Benjamin Lee,Turkish Airlines,Turkish Airlines / JFK*,General,71645,LAX,"E-liquid
",KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2023-05-10T16:31:09.708Z,Completed
MAT233084,Alexander Young,Benjamin Lee,British Airways,British Airways/SFO *,Other,135947,LAX,E-liquids,BAH,No,No,No,No,No,California,,Bahrain,2023-05-03T21:09:25.477Z,Completed
MAT214746,Aurora Patel,Daniel Young,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,130366,IAH,Eliquids,DMM,No,No,No,No,No,Texas,Dammam,Saudi Arabia,2021-08-18T18:50:16.207Z,Completed
MAT222403,Aurora Patel,Daniel Young,GULF AIR,GULF AIR / JFK *,Other,226128,LAX,E-Liquid,BAH,No,No,No,No,No,California,,Bahrain,2022-04-27T20:24:20.581Z,Completed
MAT225232,Aurora Patel,Benjamin Lee,Qatar Airways,Qatar Airways / LAX *,Other,206413,LAX,E-Liquids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-09-16T19:14:08.641Z,Completed
MAT222604,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,139513,LAX,E-Liquids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-05-09T18:01:29.121Z,Completed
MAT223005,Blake Garcia,Sophia Thomas,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,262983,ATL,Used Lot of Laptops & Brand-New Graphic Cards (Lithium-Ion Batteries in Compliance With Sec II of PI 967) – UN3481,DXB,No,No,No,No,No,Georgia,Al Garhoud,United Arab Emirates,2022-05-27T12:20:58.963Z,Completed
MAT241071,Ethan Baker,Michael Miller,British Airways,British Airways / SFO *,Other,254349,ATL,(Galaxolide) Environmentally Hazardous Substance,DEL,No,No,Yes,No,No,Georgia,Punjab,India,2024-02-15T21:37:56.182Z,Released
MAT240158,Riley Bennett,Elijah Allen,Cargolux,Cargolux / SFO *,Other,225549,LAX,Liebert FDC,JED,No,No,No,No,No,California,Mecca,Saudi Arabia,2024-01-09T14:21:57.391Z,Released
MAT235280,Maya Davis,Noah Patel,Pakistan International Airlines,Pakistan International Airlines,Other,142236,JFK,Carpets,LHE,No,No,No,No,No,New York,Punjab,Pakistan,2023-08-09T22:25:13.244Z,Completed
MAT217711,Aurora Patel,Liam Hernandez,Pakistan International Airlines,Pakistan International Airlines,Other,67985,JFK,Carpets,LHE,No,No,No,No,No,New York,Punjab,Pakistan,2021-12-20T14:38:47.384Z,Completed
MAT214817,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,143389,PHL,E-Liquid,DXB,No,No,No,No,No,Pennsylvania,Al Garhoud,United Arab Emirates,2021-08-20T18:34:36.111Z,Completed
MAT231502,Alexander Young,Ava Garcia,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,277269,LAX,Food Pans,MNL,No,No,No,No,No,California,Metro Manila,Philippines,2023-03-03T22:19:15.967Z,Completed
MAT240376,Maya Davis,Noah Patel,British Airways,British Airways / SFO *,General,22411,JFK,Cosmetics,DXB,No,No,No,No,No,New York,Al Garhoud,United Arab Emirates,2024-01-18T19:17:26.795Z,Released
MAT232655,Blake Garcia,William Johnson,British Airways,British Airways/SFO *,General,166088,JFK,"Laptops, Computer Accessories & Peripherals and UN3481 ION Battery (LITHIUM-ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967)",DXB,No,No,No,No,No,New York,Al Garhoud,United Arab Emirates,2023-04-17T06:10:08.926Z,Completed
MAT241141,Alexander Young,Noah Patel,Lufthansa Cargo,Lufthansa Cargo / JFK *,Other,268453,DEN,Spare part,IST,No,No,No,No,No,Colorado,Adana,Turkey,2024-02-20T16:40:40.127Z,Released
MAT235893,Lucas Thompson,Ava Garcia,Etihad Airways,Etihad Airways / LAX *,General,171375,ORD,Machinery Parts ,BLR,No,No,No,No,No,Illinois,Karnataka,India,2023-09-07T13:46:45.975Z,Completed
MAT222430,Lucas Thompson,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,199314,ORD,REDUCED ISOLONE KETTLE EXTRACT 4 skid(s) containing 104 Jerrican(s),SGN,No,No,No,No,No,Illinois,Thái Bình,Vietnam,2022-04-29T13:02:49.134Z,Completed
MAT224551,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,28242,LAX,E-Liqids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-08-10T21:29:23.058Z,Completed
MAT234977,Evelyn Martin,Benjamin Lee,Egypt Air Cargo,Egypt Air Cargo / JFK *,General,35773,IAH,"Programable Controllers

",DXB,No,No,No,No,No,Texas,Al Garhoud,United Arab Emirates,2023-07-26T16:20:50.786Z,Claims
MAT214083,Aurora Patel,Daniel Young,Qatar Airways,Qatar Airways / LAX *,Other,141586,LAX,moisturizer,HAN,No,No,No,No,No,California,Hà Nội,Vietnam,2021-07-22T18:32:41.784Z,Completed
MAT223910,Ethan Baker,Benjamin Lee,DHL Aviation Americas,DHL Aviation Americas / SFO *,Other,283393,SFO,Cosmetics /  5 Pallets ( cus will give the dims and weight),DXB,No,No,No,No,No,,,United Arab Emirates,2022-07-08T17:25:47.196Z,Completed
MAT242550,Alexander Young,Noah Patel,Air India,Air India / SFO*,General,103164,ORD,Compressor,DEL,No,No,No,No,No,Illinois,Punjab,India,2024-04-17T16:23:25.766Z,Invoiced
MAT237225,Blake Garcia,Ethan Wright,GULF AIR,GULF AIR / JFK *,General,260204,ORD,General Cargo,RUH,No,No,No,No,No,Illinois,Riyadh,Saudi Arabia,2023-11-09T10:08:27.236Z,Claims
MAT230106,Evelyn Martin,Benjamin Lee,Mercury Air Cargo,Mercury Air Cargo,General,282527,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-01-05T22:27:17.531Z,Completed
MAT235623,Maya Davis,Noah Patel,British Airways,British Airways/SFO *,General,144740,LAX,Used Laptops / LITHIUM ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967 UN#3481,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-08-24T19:40:05.956Z,Completed
MAT224017,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,100180,LAX,E-Liquids,KWI,No,No,No,No,No,,,Kuwait,2022-07-14T16:07:40.597Z,Completed
MAT226681,Harper Hernandez,William Johnson,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,93152,IAH,"Used Household Goods
",RUH,Yes,Yes,No,No,No,Texas,Riyadh,Saudi Arabia,2022-11-08T16:04:06.396Z,Completed
MAT217669,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,952,LAX,E-Liquid,BAH,No,No,No,No,No,California,,Bahrain,2021-12-17T19:33:05.137Z,Completed
MAT235678,Maya Davis,Noah Patel,Kuwait Airways,Kuwait Airways,General,55594,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2023-08-28T15:01:24.745Z,Completed
MAT217729,Blake Garcia,Mia Garcia,British Airways,British Airways/LHR,Other,305576,ATL, Transmission parts,MAA,No,No,No,No,No,Georgia,Tamil Nadu,India,2021-12-21T14:48:15.340Z,Completed
MAT224046,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,General,128747,LAX,"E-Liquids

",KWI,No,No,No,No,No,,,Kuwait,2022-07-15T14:56:09.056Z,Completed
MAT223074,Blake Garcia,Evelyn Jones,DHL Aviation Americas,DHL Aviation Americas / SFO *,Other,118346,IAH,Valve Assy,EBL,No,No,No,No,No,Texas,Kurdistan,Iraq,2022-05-31T12:43:56.829Z,Completed
MAT221193,Chloe Anderson,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Perishable,138856,LAX,Acai Roots Organic 3 Gallon Tub Sorbet,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-02-25T11:40:17.192Z,Completed
MAT233162,Alexander Young,William Johnson,Kuwait Airways,Kuwait Airways,General,95666,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2023-05-08T12:31:55.739Z,Completed
MAT242652,Maya Davis,Noah Patel,Etihad Airways,Etihad Airways / LAX*,General,258480,IAH,"Cable, Electrical; Type:marine Medium Voltage, Potential:5 Kv, Conductor
Material:copper, Conductor Quantity:1, Conductor Diameter:3/0 Awg,",JED,No,No,No,No,No,Texas,Mecca,Saudi Arabia,2024-04-22T18:04:09.782Z,Invoiced
MAT215175,Ethan Baker,Mia Garcia,Qatar Airways,Qatar Airways / LAX *,Machinery,296982,LAX, X-Ray medical system and an Ultrasound machine,EBB,No,No,No,No,No,California,Wakiso,Uganda,2021-09-03T19:36:07.615Z,Completed
MAT225042,Blake Garcia,Ava Garcia,Turkish Airlines,Turkish Airlines/JFK *,General,61789,ATL,Fabrics,HYD,No,No,No,No,No,Georgia,Andhra Pradesh,India,2022-09-07T06:40:59.567Z,Completed
MAT241162,Alexander Young,Zoe Brown,Air India,Air India / SFO*,Other,213166,SFO,Audio Equipment / Non-Stackable,MAA,No,No,No,No,No,California,Tamil Nadu,India,2024-02-21T12:50:08.146Z,Released
MAT223125,Aurora Patel,Benjamin Lee,British Airways,British Airways/SFO *,Other,290162,ORD,Flavoring ,DXB,No,No,No,No,No,Illinois,Al Garhoud,United Arab Emirates,2022-06-01T21:47:13.383Z,Completed
MAT241503,Alexander Young,Ava Garcia,Air India,Air India / SFO*,Other,31792,CLT,DRY-FLO TS 100 LB FBR DR,BOM,No,No,No,No,No,North Carolina,Maharashtra,India,2024-03-06T13:32:38.819Z,Released
MAT222550,Aurora Patel,Mia Garcia,Qatar Airways,Qatar Airways / LAX *,Other,253178,ATL,Welding Wire,DOH,No,No,No,No,No,Georgia,Doha,Qatar,2022-05-05T18:00:14.847Z,Completed
MAT233402,Alexander Young,William Johnson,Kuwait Airways,Kuwait Airways,General,34714,JFK,Cosmetic,JED,No,No,No,No,No,New York,Mecca,Saudi Arabia,2023-05-17T14:20:49.046Z,Completed
MAT230146,Evelyn Martin,Benjamin Lee,British Airways,British Airways/SFO *,General,33237,IAH,Essential Oils ,DXB,No,No,No,No,No,Texas,Al Garhoud,United Arab Emirates,2023-01-06T22:11:09.745Z,Completed
MAT234526,Matthew Johnson,Luna Miller,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,252385,SFO,"Irrigation Equipment
To: RIYADH
Pieces: 6 palllets, 
42x42x60”, 47x45x57”, 3@ 42x42x57”, 42x42x51”, 2214 kgs",RUH,No,No,No,No,No,California,Riyadh,Saudi Arabia,2023-07-06T22:26:55.109Z,Completed
MAT212307,Blake Garcia,Liam Hernandez,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,160104,ORD,REAR-VIEW MIRRORS FOR VEHICLES,BLR,No,No,No,No,No,Illinois,Karnataka,India,2021-05-07T18:48:40.549Z,Completed
MAT210870,Aurora Patel,Christopher Hernandez,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,308079,LAX,Auto parts; Rear View Mirrors; ,BLR,No,No,No,No,No,California,Karnataka,India,2021-02-18T17:25:34.665Z,Completed
MAT213085,Ethan Baker,Daniel Young,Air India,Air India / SFO *,Other,53453,JFK,OXYGEN CONCENTRATORS,DEL,No,No,No,No,No,New York,Punjab,India,2021-06-14T20:44:09.577Z,Completed
MAT213131,Ethan Baker,Daniel Young,Air India,Air India / SFO *,Other,120553,JFK,OXYGEN CONCENTRATORS,DEL,No,No,No,No,No,New York,Punjab,India,2021-06-15T19:55:36.044Z,Completed
MAT213087,Ethan Baker,Daniel Young,Air India,Air India / SFO *,Other,89768,JFK,OXYGEN CONCENTRATORS,DEL,No,No,No,No,No,New York,Punjab,India,2021-06-14T20:54:49.653Z,Completed
MAT213132,Ethan Baker,Daniel Young,Air India,Air India / SFO *,Other,189988,JFK,OXYGEN CONCENTRATORS,DEL,No,No,No,No,No,New York,Punjab,India,2021-06-15T19:58:11.183Z,Completed
MAT224599,Evelyn Martin,Mia Garcia,Qatar Airways,Qatar Airways / LAX *,General,58378,SFO,General Cargo,DOH,No,No,No,No,No,California,Doha,Qatar,2022-08-12T18:12:00.654Z,Completed
MAT224573,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,121763,LAX,E-Liqids,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-08-11T17:32:37.907Z,Completed
MAT221543,Matthew Johnson,Luna Miller,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,99581,SFO,Irrigation Equipment,RUH,No,No,No,No,No,California,Riyadh,Saudi Arabia,2022-03-15T21:14:48.216Z,Completed
MAT216702,Aurora Patel,Daniel Young,Qatar Airways,Qatar Airways / LAX *,Other,75419,LAX,E-Liquied,AMM,No,No,No,No,No,California,Amman,Jordan,2021-11-09T13:02:34.614Z,Completed
MAT234780,Blake Garcia,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,Other,222719,LAX,E-cigarette liquids,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-07-18T05:52:42.294Z,Completed
MAT230245,Evelyn Martin,William Johnson,Mercury Air Cargo,Mercury Air Cargo,General,284823,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-01-11T22:29:01.058Z,Completed
MAT226928,Aurora Patel,Mia Garcia,Pakistan International Airlines,Pakistan International Airlines,Other,37493,JFK,Carpets,LHE,No,No,No,No,No,New York,Punjab,Pakistan,2022-11-17T18:25:30.576Z,Completed
MAT224973,Lucas Thompson,Sophia Thomas,Turkish Airlines,Turkish Airlines/JFK *,General,231443,LAX,"Polyethylene Terephthalate  (Plastic Films)

",DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2022-09-01T16:25:22.973Z,Completed
MAT236108,Riley Bennett,Penelope Brooks,Qatar Airways,Qatar Airways / LAX *,Other,12043,ORD,"UN 2996, methylcyclohexane, solution
",SIN,No,No,Yes,No,No,Illinois,Changi,Singapore,2023-09-15T19:20:48.082Z,Audited
MAT221008,Aurora Patel,Liam Hernandez,British Airways,British Airways/SFO *,Other,214496,ATL,laptops,ISB,No,No,No,No,No,Georgia,Punjab,Pakistan,2022-02-16T17:02:08.469Z,Completed
MAT238254,Maya Davis,Ava Garcia,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,294317,IAD,Cosmetic,JED,No,No,No,No,No,District of Columbia,Mecca,Saudi Arabia,2023-12-28T11:46:47.248Z,Completed
MAT212787,Blake Garcia,Daniel Young,Silk Way Airlines,Silk Way Airlines,Other,104388,ORD,Essential Oils,EBL,No,No,No,No,No,Illinois,Kurdistan,Iraq,2021-06-01T17:11:46.429Z,Completed
MAT222822,Ethan Baker,Sophia Thomas,Virgin Atlantic Cargo,Virgin Atlantic Cargo / ORD *,Dangerous Goods,231008,JFK,"Cosmetic Raw Ingredients- Hazardous / UN3082 Environmentally hazardous substance, liquid n.o.s. (zinc oxide) 9 PG lll – 1438.68L",BOM,No,No,Yes,No,No,New York,Maharashtra,India,2022-05-19T18:41:21.925Z,Completed
MAT213015,Aurora Patel,Charlotte Jackson,Turkish Airlines,Turkish Airlines/JFK *,Other,67295,JFK,auto parts,BOM,No,No,No,No,No,New York,Maharashtra,India,2021-06-10T21:29:34.499Z,Completed
MAT233349,Ethan Baker,Sophia Thomas,Cargolux,Cargolux/SFO *,General,14955,SEA,"Medical devices

",RUH,No,No,No,No,No,Washington,Riyadh,Saudi Arabia,2023-05-15T16:56:30.154Z,Completed
MAT242205,Maya Davis,Noah Patel,UPS Air Cargo *,UPS Air Cargo *,General,116179,DFW,"Used laptops

",DXB,No,No,No,No,No,Texas,Al Garhoud,United Arab Emirates,2024-04-04T14:51:29.338Z,Released
MAT210721,Benjamin Lewis,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,180662,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-02-08T19:23:35.341Z,Cancel
MAT231188,Evelyn Martin,Benjamin Lee,Mercury world Cargo,Mercury world Cargo,General,150815,LAX,Essential Oils ,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-02-20T15:38:22.745Z,Completed
MAT230991,Evelyn Martin,Ava Garcia,Mercury Air Cargo,Mercury World Cargo,Other,312973,LAX,Essential Oils,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-02-10T10:42:39.101Z,Completed
MAT221845,Chloe Anderson,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,94695,ORD,Jerricans,SGN,No,No,No,No,No,Illinois,Thái Bình,Vietnam,2022-03-30T15:41:31.339Z,Completed
MAT232924,Benjamin Lewis,Zoe Brown,Qatar Airways,Qatar Airways / LAX *,Other,202637,IAD,"Electronic Equipment 24pcs LITHIUM-ION BATTERIES IN COMPLIANCE WITH SECTION II PI 967. BAGS, SHOES, HOME ACCESSORIES",ISU,No,No,No,No,No,District of Columbia,Kurdistan,Iraq,2023-04-27T18:17:16.558Z,Completed
